date,AAPL,MSFT,NVDA,AMZN,anomaly_score,severity_percentile,model_flag,plain_explanation
2020-01-03,-0.009721710230362057,-0.012451684873822866,-0.01600567554124288,-0.012139034655920922,0.38737454515923336,0.26044226044226043,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (-0.7x usual), AMZN (-0.6x usual), NVDA (-0.6x usual), AAPL (-0.5x usual)."
2020-01-06,0.007968026496324221,0.0025848728761554973,0.004193447892054669,0.01488557393050649,0.3765193987624507,0.11916461916461916,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AMZN (+0.6x usual), AAPL (+0.4x usual), MSFT (+0.1x usual), NVDA (+0.0x usual)."
2020-01-07,-0.004703292114277224,-0.009118027341596946,0.01210663882277574,0.0020916204156395946,0.37924074102024335,0.16339066339066338,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (-0.5x usual), AAPL (-0.3x usual), NVDA (+0.3x usual), AMZN (+0.1x usual)."
2020-01-08,0.01608640085001989,0.01592864475244915,0.001875592868429976,-0.007808640261289468,0.42017857447541684,0.6087223587223587,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (+0.8x usual), AAPL (+0.8x usual), AMZN (-0.4x usual), NVDA (-0.0x usual)."
2020-01-09,0.021240794588172296,0.012493108119935536,0.01098263935576771,0.0047991747864684076,0.40302880365395627,0.457002457002457,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AAPL (+1.0x usual), MSFT (+0.6x usual), NVDA (+0.3x usual), AMZN (+0.2x usual)."
2020-01-10,0.00226061707326064,-0.004627357547298372,0.005349379049901959,-0.009410596802031157,0.3784314496097629,0.1541769041769042,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AMZN (-0.5x usual), MSFT (-0.3x usual), NVDA (+0.1x usual), AAPL (+0.1x usual)."
2020-01-13,0.021364591069291228,0.012024628953377636,0.031352198092692296,0.00432257824569926,0.41769602765006925,0.5902948402948403,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AAPL (+1.0x usual), NVDA (+0.9x usual), MSFT (+0.6x usual), AMZN (+0.2x usual)."
2020-01-14,-0.013503294566399204,-0.007043043026417561,-0.018652146627085586,-0.01155821171805238,0.38804179674227085,0.2714987714987715,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AAPL (-0.7x usual), NVDA (-0.6x usual), AMZN (-0.6x usual), MSFT (-0.4x usual)."
2020-01-15,-0.004285341734144521,0.006476004662356871,-0.006915328475193605,-0.003969126548925228,0.37098794744824465,0.025184275184275184,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (+0.3x usual), NVDA (-0.3x usual), AAPL (-0.3x usual), AMZN (-0.2x usual)."
2020-01-16,0.012526225187759588,0.01832357278360197,0.013682474787280574,0.00854991102959346,0.3871106150495017,0.2542997542997543,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (+0.9x usual), AAPL (+0.6x usual), AMZN (+0.3x usual), NVDA (+0.3x usual)."
2020-01-17,0.011070883864854553,0.005596689061971416,0.0014059236351906534,-0.00703966144232826,0.3942170239230885,0.35565110565110564,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AAPL (+0.5x usual), AMZN (-0.4x usual), MSFT (+0.3x usual), NVDA (-0.0x usual)."
2020-01-21,-0.006776771562407524,-0.0035907990303074566,-0.005375407862996062,0.014629525206926841,0.3991011553333962,0.4152334152334152,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AMZN (+0.6x usual), AAPL (-0.4x usual), NVDA (-0.2x usual), MSFT (-0.2x usual)."
2020-01-22,0.00356951615193557,-0.004804856511627653,0.008751995938609758,-0.0023995494624705627,0.37077569125933135,0.019656019656019656,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (-0.3x usual), NVDA (+0.2x usual), AMZN (-0.1x usual), AAPL (+0.1x usual)."
2020-01-23,0.004816016080376295,0.006155574805426278,0.010995380844847968,-0.0015259112256779117,0.37635331128612415,0.11547911547911548,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (+0.3x usual), NVDA (+0.3x usual), AAPL (+0.2x usual), AMZN (-0.1x usual)."
2020-01-24,-0.002881833227001196,-0.010076885681142067,-0.00941245084058595,-0.012172426638861866,0.38732842641458526,0.2585995085995086,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AMZN (-0.6x usual), MSFT (-0.6x usual), NVDA (-0.4x usual), AAPL (-0.2x usual)."
2020-01-27,-0.029405409838235474,-0.01672291440383833,-0.04104115794424856,-0.01788746376771222,0.4228226108276688,0.6246928746928747,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AAPL (-1.5x usual), NVDA (-1.3x usual), MSFT (-0.9x usual), AMZN (-0.8x usual)."
2020-01-28,0.02828929484865128,0.0195959709296738,0.03234811418928141,0.01362436592451366,0.42788263239021634,0.6578624078624079,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AAPL (+1.4x usual), MSFT (+1.0x usual), NVDA (+0.9x usual), AMZN (+0.6x usual)."
2020-01-29,0.020932149457744798,0.015592569037356396,-0.009799656352178054,0.0025630978623367717,0.4276500121215973,0.6566339066339066,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AAPL (+1.0x usual), MSFT (+0.8x usual), NVDA (-0.4x usual), AMZN (+0.1x usual)."
2020-01-30,-0.001449080015862081,0.02820768369538218,0.0010995659077852604,0.006824489189870775,0.3735230624804234,0.06695331695331695,False,"Not flagged, but here is what stood out most. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: MSFT (+1.5x usual), AMZN (+0.3x usual), AAPL (-0.1x usual), NVDA (-0.0x usual)."
2020-01-31,-0.04433835215423776,-0.014758577623279479,-0.03815965578585834,0.07379135586484753,0.617350047790385,0.9864864864864865,True,"Flagged as unusual. This looks like a group-level event because several top signals came from Real market ticker. Biggest contributors: AMZN (+3.3x usual), AAPL (-2.3x usual), NVDA (-1.2x usual), MSFT (-0.8x usual)."
