date,close,market_return,peer_msft_return,peer_nvda_return,volume
2020-01-03,71.63066101074219,-0.013532131690328889,-0.012451684873822866,-0.01600567554124288,68830815.0
2020-01-06,72.201416015625,0.007221298232905553,0.0025848728761554973,0.004193447892054669,85011153.0
2020-01-07,71.86183166503906,0.001693410632272796,-0.009118027341596946,0.01210663882277574,85427886.0
2020-01-08,73.01782989501953,0.003331865786529886,0.01592864475244915,0.001875592868429976,62060753.0
2020-01-09,74.56878662109375,0.00942497408739055,0.012493108119935536,0.01098263935576771,70001013.0
2020-01-10,74.73735809326172,-0.0028961917664758565,-0.004627357547298372,0.005349379049901959,77011300.0
2020-01-13,76.33409118652344,0.015899801763923065,0.012024628953377636,0.031352198092692296,79861501.0
2020-01-14,75.30332946777344,-0.012417800457185177,-0.007043043026417561,-0.018652146627085586,79902316.0
2020-01-15,74.98062896728516,-0.001469483453920654,0.006476004662356871,-0.006915328475193605,68765106.0
2020-01-16,75.91985321044922,0.013518652866825335,0.01832357278360197,0.013682474787280574,88107615.0
2020-01-17,76.7603530883789,-1.23495817220635e-05,0.005596689061971416,0.0014059236351906534,86539197.0
2020-01-21,76.24016571044922,0.001887772771207774,-0.0035907990303074566,-0.005375407862996062,78155702.0
2020-01-22,76.5123062133789,0.0005158633215038474,-0.004804856511627653,0.008751995938609758,86664806.0
2020-01-23,76.88079071044922,0.005208348141532111,0.006155574805426278,0.010995380844847968,81114909.0
2020-01-24,76.65923309326172,-0.01055392105352996,-0.010076885681142067,-0.00941245084058595,68235620.0
2020-01-27,74.40503692626953,-0.02521717870526637,-0.01672291440383833,-0.04104115794424856,89833733.0
2020-01-28,76.50990295410156,0.021856150347822956,0.0195959709296738,0.03234811418928141,75757867.0
2020-01-29,78.11141967773438,0.0027853368491717045,0.015592569037356396,-0.009799656352178054,91583062.0
2020-01-30,77.99822998046875,0.012043912931012738,0.02820768369538218,0.0010995659077852604,75090816.0
2020-01-31,74.5399169921875,0.006957707485236571,-0.014758577623279479,-0.03815965578585834,89594279.0
2020-02-03,74.335205078125,0.0128747763519886,0.024378804654361375,0.016495692981937315,69817359.0
2020-02-04,76.78926849365234,0.02796604166723708,0.03291659901398969,0.02829418384694593,100199140.0
2020-02-05,77.41543579101562,0.0028953609155791074,-0.0012215105954617167,0.014688830079338633,76610415.0
2020-02-06,78.32096099853516,0.013243304590927632,0.02073356043710528,0.013917620446433299,75305953.0
2020-02-07,77.25636291503906,0.0017077825766986798,0.001416257770693763,-0.010462046431206407,76712692.0
2020-02-10,77.62328338623047,0.03255421803350278,0.026156823312073918,0.04523225118933816,81685570.0
2020-02-11,77.15496826171875,0.001349589140669331,-0.022575415916727737,0.018709157353009598,80650654.0
2020-02-12,78.98723602294922,0.007699762199494753,0.0014639499587649762,0.017357867041834618,88061121.0
2020-02-13,78.42475128173828,-0.0055206237225702655,-0.005414386020597961,-0.006457668071736644,81685902.0
2020-02-14,78.44407653808594,0.024051594674108962,0.008927387564342526,0.07020456253503471,94390983.0
2020-02-18,77.00770568847656,0.014427448988104885,0.010142994758284285,0.023396361598583493,77873921.0
2020-02-19,78.12300872802734,0.02362688430431037,0.002998937646340849,0.06113206517176395,75487096.0
2020-02-20,77.32152557373047,-0.01407514301429543,-0.015271166396385372,-0.019065635732191666,71147571.0
2020-02-21,75.57136535644531,-0.03517959732162653,-0.03161261882523414,-0.04739234980908358,89659296.0
2020-02-24,71.9817123413086,-0.051722808223762705,-0.04311545177378717,-0.07069742266286094,105386503.0
2020-02-25,69.54354095458984,-0.025261836798577224,-0.016501628712977112,-0.041093382731616446,86502825.0
2020-02-26,70.64671325683594,0.01244564875062415,0.012494702002295854,0.02136992883351585,72787499.0
2020-02-27,66.0286865234375,-0.05808702555416175,-0.07045929635966841,-0.05566551483554427,89667372.0
2020-02-28,65.99005126953125,0.03102740772795313,0.024213334787991148,0.0691607351183583,81091889.0
2020-03-02,72.13380432128906,0.04245141419676424,0.06653890876094248,0.023549219576073588,119716142.0
2020-03-03,69.84285736083984,-0.036352748316282324,-0.0479196740063923,-0.03812875954013051,92574539.0
2020-03-04,73.08250427246094,0.04725244778166752,0.03671520379743143,0.07002891053193272,85015583.0
2020-03-05,70.71189880371094,-0.030249400359366557,-0.025095157166838966,-0.039436249596977,89592354.0
2020-03-06,69.77284240722656,-0.022239643936633358,-0.028267167703495466,-0.026528840092165273,81099917.0
2020-03-09,64.25436401367188,-0.06601940042233174,-0.06777287644200025,-0.07743149237334146,107406067.0
2020-03-10,68.88206481933594,0.06092046146068042,0.0683843629917027,0.06372195470575148,112675227.0
2020-03-11,66.48974609375,-0.04625688623296024,-0.045301899788067646,-0.05595986248106388,90385806.0
2020-03-12,59.9235954284668,-0.09880893618487034,-0.0948383321778945,-0.1223676512292371,121160152.0
2020-03-13,67.10293579101562,0.1067397510108515,0.14216890455469677,0.11340201160409258,120900645.0
2020-03-16,58.470340728759766,-0.12853634088194418,-0.147390487688987,-0.18452101835254753,127518466.0
2020-03-17,61.04128646850586,0.08628845574907167,0.08233648447217234,0.1062627502962461,98419476.0
2020-03-18,59.5470085144043,-0.03211506299259159,-0.042095890337235264,-0.06650703970095051,69460330.0
2020-03-19,59.09074783325195,0.031442777575736734,0.016453242479856023,0.05004447648049126,74886059.0
2020-03-20,55.33934020996094,-0.02999433366515632,-0.03755841270407079,-0.033901789749709366,93229937.0
2020-03-23,54.16368865966797,0.01816370562009521,-0.009974818286717535,0.033730643642701175,76605986.0
2020-03-24,59.597694396972656,0.0940153298065937,0.09089545488985284,0.17156397318263417,108903656.0
2020-03-25,59.26939010620117,-0.017275602620107116,-0.009572352239034632,-0.014286850721139666,90890806.0
2020-03-26,62.38832092285156,0.04893087029058699,0.06255077956319743,0.047308706804809475,84890814.0
2020-03-27,59.80530548095703,-0.028972758739523614,-0.041060709119340566,-0.017532177662579973,101044340.0
2020-03-30,61.512020111083984,0.05160952556652476,0.07034055281426421,0.05088447696559606,68394718.0
2020-03-31,61.386497497558594,-0.010155278730755427,-0.015727523024635537,-0.007492690216771458,72720515.0
2020-04-01,58.156517028808594,-0.04498104136290711,-0.035508137832366615,-0.07788319498900087,96581558.0
2020-04-02,59.126956939697266,0.025852477479861635,0.02070897735798294,0.05101424997555082,86973706.0
2020-04-03,58.2772216796875,-0.020279800858524138,-0.009210303254955532,-0.04525021712954369,87250261.0
2020-04-06,63.36116790771485,0.07416763450653067,0.0743676860377307,0.10040599270541417,117968530.0
2020-04-07,62.62730407714844,-0.01288925804863387,-0.010770546946129,-0.03491068320289381,76023056.0
2020-04-08,64.23023223876953,0.01873888671280688,0.010031354629694178,0.0305758437246495,79904334.0
2020-04-09,64.6937255859375,-0.0050136251284167805,6.083274767187952e-05,-0.01498422367459229,85706436.0
2020-04-13,65.96349334716797,0.030072061600056044,0.002240341609690555,0.026240777047844555,80469559.0
2020-04-14,69.29487609863281,0.0515014405489956,0.04948353014651241,0.05225134163919076,79558416.0
2020-04-15,68.66239166259766,-0.0035873787131885195,-0.01047804395759,-0.010952787900744276,67757723.0
